Picture,DistortionType,DistortionValue,Filename,Method,Value
Hotdog,Rotate,45.0,Hotdog_rotate_45.png,LPIPS,0.6747703552246094
Hotdog,Rotate,45.0,Hotdog_rotate_45.png,SSIM,0.3403230686764585
Hotdog,Rotate,45.0,Hotdog_rotate_45.png,PSNR,7.680331373245643
Hotdog,Rotate,5.0,Hotdog_rotate_5.png,LPIPS,0.2639760375022888
Hotdog,Rotate,5.0,Hotdog_rotate_5.png,SSIM,0.6396357979715518
Hotdog,Rotate,5.0,Hotdog_rotate_5.png,PSNR,14.424864606664862
Hotdog,Rotate,60.0,Hotdog_rotate_60.png,LPIPS,0.6971551179885864
Hotdog,Rotate,60.0,Hotdog_rotate_60.png,SSIM,0.27674342290770126
Hotdog,Rotate,60.0,Hotdog_rotate_60.png,PSNR,7.1098807572251435
Hotdog,Rotate,75.0,Hotdog_rotate_75.png,LPIPS,0.7104576826095581
Hotdog,Rotate,75.0,Hotdog_rotate_75.png,SSIM,0.2619177818137204
Hotdog,Rotate,75.0,Hotdog_rotate_75.png,PSNR,6.930810673348692
Hotdog,Rotate,90.0,Hotdog_rotate_90.png,LPIPS,0.7168759107589722
Hotdog,Rotate,90.0,Hotdog_rotate_90.png,SSIM,0.2587549470342084
Hotdog,Rotate,90.0,Hotdog_rotate_90.png,PSNR,6.990612310955462
Hotdog,Saturation,0.0,Hotdog_saturation_0.bmp,LPIPS,0.0
Hotdog,Saturation,0.0,Hotdog_saturation_0.bmp,SSIM,1.0
Hotdog,Saturation,0.0,Hotdog_saturation_0.bmp,PSNR,inf
Hotdog,Saturation,10.0,Hotdog_saturation_10.png,LPIPS,0.4102643132209778
Hotdog,Saturation,10.0,Hotdog_saturation_10.png,SSIM,0.6458725570621676
Hotdog,Saturation,10.0,Hotdog_saturation_10.png,PSNR,11.795094831382855
Hotdog,Saturation,1.1,Hotdog_saturation_1_1.png,LPIPS,0.0019427225925028324
Hotdog,Saturation,1.1,Hotdog_saturation_1_1.png,SSIM,0.9917745534688729
Hotdog,Saturation,1.1,Hotdog_saturation_1_1.png,PSNR,40.84945006627291
Hotdog,Saturation,1.5,Hotdog_saturation_1_5.png,LPIPS,0.028630198910832405
Hotdog,Saturation,1.5,Hotdog_saturation_1_5.png,SSIM,0.974743548520905
Hotdog,Saturation,1.5,Hotdog_saturation_1_5.png,PSNR,27.934970682267593
Hotdog,Saturation,2.0,Hotdog_saturation_2.png,LPIPS,0.07878214865922928
Hotdog,Saturation,2.0,Hotdog_saturation_2.png,SSIM,0.9355573038816557
Hotdog,Saturation,2.0,Hotdog_saturation_2.png,PSNR,22.27315030523269
Hotdog,Saturation,3.0,Hotdog_saturation_3.png,LPIPS,0.17456229031085968
Hotdog,Saturation,3.0,Hotdog_saturation_3.png,SSIM,0.8646217124060708
Hotdog,Saturation,3.0,Hotdog_saturation_3.png,PSNR,17.30116680730826
Hotdog,Saturation,4.0,Hotdog_saturation_4.png,LPIPS,0.24218590557575226
Hotdog,Saturation,4.0,Hotdog_saturation_4.png,SSIM,0.8162559980449003
Hotdog,Saturation,4.0,Hotdog_saturation_4.png,PSNR,15.290489422333549
Hotdog,Saturation,5.0,Hotdog_saturation_5.png,LPIPS,0.2787037789821625
Hotdog,Saturation,5.0,Hotdog_saturation_5.png,SSIM,0.7830880447613255
Hotdog,Saturation,5.0,Hotdog_saturation_5.png,PSNR,14.479751456778695
Hotdog,Saturation,6.0,Hotdog_saturation_6.png,LPIPS,0.311700701713562
Hotdog,Saturation,6.0,Hotdog_saturation_6.png,SSIM,0.7516992820949353
Hotdog,Saturation,6.0,Hotdog_saturation_6.png,PSNR,13.828739036647349
Hotdog,Saturation,7.0,Hotdog_saturation_7.png,LPIPS,0.34265363216400146
Hotdog,Saturation,7.0,Hotdog_saturation_7.png,SSIM,0.7211676604322094
Hotdog,Saturation,7.0,Hotdog_saturation_7.png,PSNR,13.219937443906877
Hotdog,Saturation,8.0,Hotdog_saturation_8.png,LPIPS,0.3701854348182678
Hotdog,Saturation,8.0,Hotdog_saturation_8.png,SSIM,0.6930580945462017
Hotdog,Saturation,8.0,Hotdog_saturation_8.png,PSNR,12.671510643789283
Hotdog,Saturation,9.0,Hotdog_saturation_9.png,LPIPS,0.39302998781204224
Hotdog,Saturation,9.0,Hotdog_saturation_9.png,SSIM,0.6677845253854297
Hotdog,Saturation,9.0,Hotdog_saturation_9.png,PSNR,12.19409889507853
Hotdog,Shift,0.0,Hotdog_shift_0.bmp,LPIPS,0.0
Hotdog,Shift,0.0,Hotdog_shift_0.bmp,SSIM,1.0
Hotdog,Shift,0.0,Hotdog_shift_0.bmp,PSNR,inf
Hotdog,Shift,1.0,Hotdog_shift_1.png,LPIPS,0.0013815023703500628
Hotdog,Shift,1.0,Hotdog_shift_1.png,SSIM,0.8996324578792625
Hotdog,Shift,1.0,Hotdog_shift_1.png,PSNR,31.59405751718222
Hotdog,Shift,10.0,Hotdog_shift_10.png,LPIPS,0.0544707216322422
Hotdog,Shift,10.0,Hotdog_shift_10.png,SSIM,0.7212507664227586
Hotdog,Shift,10.0,Hotdog_shift_10.png,PSNR,21.70394145537623
Hotdog,Shift,15.0,Hotdog_shift_15.png,LPIPS,0.07570549845695496
Hotdog,Shift,15.0,Hotdog_shift_15.png,SSIM,0.698230461721112
Hotdog,Shift,15.0,Hotdog_shift_15.png,PSNR,20.043556497952185
Hotdog,Shift,2.0,Hotdog_shift_2.png,LPIPS,0.0049387067556381226
Hotdog,Shift,2.0,Hotdog_shift_2.png,SSIM,0.8266623410779709
Hotdog,Shift,2.0,Hotdog_shift_2.png,PSNR,28.09089257685101
