image_id,distortion_id,ssim_skimage,ssim_sewar,ssi_m_pil
12,19,0.345716,0.384682,0.34733
12,20,0.06459,0.053063,0.074354
12,21,0.321526,0.342386,0.327364
12,22,0.511604,0.516642,0.51451
12,23,0.562921,0.54316,0.567989
12,24,0.536804,0.492201,0.543439
13,01,0.60533,0.647036,0.604104
13,02,0.633544,0.672155,0.632349
13,03,0.631361,0.658754,0.629319
13,04,0.753976,0.786913,0.752795
13,05,0.339925,0.375298,0.339077
13,06,0.623255,0.626337,0.622369
13,07,0.622469,0.653542,0.622946
13,08,0.290011,0.344164,0.286864
13,09,0.291657,0.323729,0.293647
13,10,0.433134,0.484346,0.434835
13,11,0.470733,0.53028,0.473883
13,12,0.751119,0.779551,0.75616
13,13,0.612984,0.640189,0.615338
13,14,0.845205,0.833245,0.848845
13,15,0.987182,0.985623,0.987671
13,16,0.750457,0.756451,0.748864
13,17,0.800023,0.795883,0.80048
13,18,0.94417,0.941767,0.943669
13,19,0.685074,0.72286,0.68459
13,20,0.520413,0.582016,0.522861
13,21,0.53243,0.580932,0.532562
13,22,0.607248,0.643677,0.607863
13,23,0.626165,0.659233,0.630357
13,24,0.484735,0.54216,0.48693
14,01,0.498182,0.567265,0.495822
14,02,0.530017,0.595606,0.527738
14,03,0.521941,0.576858,0.519782
14,04,0.661026,0.720121,0.656723
14,05,0.257681,0.312043,0.255715
14,06,0.537303,0.554769,0.537156
14,07,0.570579,0.616826,0.571736
14,08,0.478841,0.537797,0.474657
14,09,0.462212,0.494683,0.463746
14,10,0.50304,0.554985,0.504617
14,11,0.452359,0.490956,0.453959
14,12,0.644222,0.677333,0.648679
14,13,0.511835,0.570698,0.511413
14,14,0.838694,0.828735,0.839961
14,15,0.987225,0.985336,0.98696
14,16,0.721937,0.736101,0.723318
14,17,0.806861,0.798369,0.808163
14,18,0.940444,0.935981,0.940759
14,19,0.586671,0.642914,0.583335
14,20,0.345856,0.446101,0.345783
14,21,0.427803,0.499506,0.426598
14,22,0.567535,0.614406,0.565081
14,23,0.562962,0.603966,0.566494
14,24,0.432332,0.476214,0.432492
15,01,0.290731,0.335672,0.293429
15,02,0.329121,0.373357,0.332251
15,03,0.314833,0.344963,0.318359
15,04,0.597848,0.638545,0.59821
15,05,0.128559,0.160529,0.130477
15,06,0.32224,0.293664,0.324582
15,07,0.515952,0.526309,0.520064
15,08,0.72951,0.757854,0.723752
15,09,0.639284,0.634606,0.640744
15,10,0.616054,0.616174,0.619442
15,11,0.591321,0.561061,0.593944
15,12,0.483368,0.498817,0.493227
15,13,0.327864,0.335332,0.328806
15,14,0.907237,0.906227,0.908048
15,15,0.986527,0.983844,0.986106
15,16,0.49142,0.501158,0.49375
15,17,0.834412,0.825988,0.834362
15,18,0.916871,0.909326,0.917585
15,19,0.452443,0.492355,0.454833
15,20,0.279135,0.294937,0.282759
15,21,0.416374,0.443359,0.419498
15,22,0.488633,0.509544,0.493042
15,23,0.673228,0.671488,0.675576
15,24,0.57319,0.539646,0.575345
16,01,0.293986,0.329099,0.293846
16,02,0.333237,0.368373,0.333284
16,03,0.320934,0.34054,0.320977
16,04,0.553931,0.584759,0.557431
16,05,0.11767,0.138259,0.118307
16,06,0.392351,0.365671,0.389256
16,07,0.625182,0.604877,0.630425
16,08,0.650804,0.672101,0.646478
16,09,0.598512,0.583715,0.606697
16,10,0.600415,0.595971,0.611322
16,11,0.565184,0.517561,0.572979
16,12,0.298644,0.303144,0.305243
16,13,0.288721,0.315693,0.293325
16,14,0.88388,0.877995,0.884211
16,15,0.986198,0.983785,0.986048
16,16,0.873411,0.877449,0.876122
16,17,0.89425,0.883924,0.896458
16,18,0.935456,0.925849,0.936211
16,19,0.339203,0.368278,0.336209
16,20,0.11306,0.102972,0.131621
16,21,0.389095,0.387818,0.396608
16,22,0.376225,0.384627,0.375814
16,23,0.57086,0.520114,0.578222
16,24,0.568048,0.517227,0.575419
17,01,0.351435,0.413171,0.356592
17,02,0.386815,0.446559,0.391712
17,03,0.37384,0.421953,0.378923
17,04,0.62613,0.683563,0.629578
17,05,0.157106,0.196412,0.161049
17,06,0.403347,0.400759,0.40778
17,07,0.471058,0.488798,0.472062
17,08,0.680546,0.718674,0.676043
17,09,0.547497,0.554741,0.550667
17,10,0.583261,0.613485,0.589908
17,11,0.514497,0.475207,0.513328
17,12,0.437735,0.473142,0.44256
17,13,0.454186,0.488615,0.457628
17,14,0.883777,0.882588,0.886247
17,15,0.987165,0.985409,0.986584
17,16,0.611175,0.621567,0.60816
17,17,0.784319,0.773428,0.783822
17,18,0.921729,0.922962,0.922332
17,19,0.510895,0.560846,0.517848
17,20,0.2856,0.333872,0.295445
17,21,0.375979,0.428316,0.38332
17,22,0.522985,0.540354,0.528712
17,23,0.528634,0.502412,0.533624
17,24,0.494788,0.450856,0.494714
18,01,0.471847,0.52913,0.475029
18,02,0.505644,0.559974,0.508449
18,03,0.493814,0.538311,0.497325
18,04,0.669494,0.717685,0.667627
18,05,0.240599,0.283269,0.242749
18,06,0.487047,0.484682,0.490093
18,07,0.589154,0.629106,0.589877
18,08,0.483572,0.53222,0.485833
18,09,0.43354,0.452703,0.434388
18,10,0.533725,0.575727,0.537134
18,11,0.40503,0.418255,0.403946
18,12,0.563504,0.583231,0.572118
18,13,0.46514,0.506503,0.466618
18,14,0.852245,0.842324,0.853004
18,15,0.988969,0.987376,0.989679
18,16,0.56888,0.581986,0.567924
18,17,0.821344,0.814274,0.821134
18,18,0.921681,0.916758,0.922016
18,19,0.566582,0.616355,0.570785
18,20,0.382752,0.462812,0.388346
18,21,0.396062,0.449979,0.398863
18,22,0.554753,0.590059,0.557967
18,23,0.578605,0.615424,0.584374
18,24,0.410017,0.431566,0.411552
19,01,0.49475,0.548414,0.493861
19,02,0.52372,0.57509,0.523242
19,03,0.517078,0.557872,0.517289
19,04,0.735629,0.778433,0.735394
19,05,0.289411,0.334942,0.28859
19,06,0.540976,0.548669,0.539476
19,07,0.689733,0.711017,0.692
19,08,0.468267,0.510625,0.463311
19,09,0.616048,0.631926,0.620092
19,10,0.628929,0.658311,0.63315
19,11,0.544177,0.570084,0.545503
19,12,0.723945,0.761942,0.725936
19,13,0.541908,0.568968,0.543946
19,14,0.889783,0.891445,0.891238
19,15,0.987495,0.985453,0.989
19,16,0.849105,0.858803,0.851441
19,17,0.838798,0.831688,0.84014
19,18,0.958562,0.957258,0.959145
19,19,0.541931,0.588177,0.539171
19,20,0.387851,0.449028,0.395811
19,21,0.434725,0.486923,0.43467
19,22,0.557261,0.588371,0.557878
19,23,0.726488,0.751927,0.729272
19,24,0.538695,0.559369,0.542067
20,01,0.354714,0.406003,0.355942
20,02,0.391501,0.441131,0.393181
20,03,0.391631,0.422275,0.393297
20,04,0.719059,0.760302,0.724195
20,05,0.17265,0.214402,0.173492
20,06,0.323795,0.311748,0.325563
20,07,0.765454,0.785879,0.772198
20,08,0.727454,0.753975,0.719398
20,09,0.721906,0.718105,0.727454
20,10,0.752017,0.773397,0.756865
20,11,0.651353,0.643306,0.661002
20,12,0.626217,0.651491,0.629979
20,13,0.433254,0.43711,0.436301
20,14,0.893219,0.889316,0.895074
20,15,0.988855,0.985953,0.98932
20,16,0.827967,0.838245,0.833218
20,17,0.846265,0.839533,0.849723
20,18,0.939702,0.935966,0.940239
20,19,0.404433,0.44417,0.399605
20,20,0.504708,0.544736,0.5189
20,21,0.648739,0.688804,0.656284
20,22,0.55956,0.585755,0.564908
20,23,0.732935,0.741627,0.739062
20,24,0.640866,0.620863,0.647347
21,01,0.436865,0.484032,0.434439
21,02,0.464796,0.509259,0.462332
21,03,0.458308,0.491988,0.455958
21,04,0.724413,0.76433,0.726448
21,05,0.234773,0.274811,0.233282
21,06,0.495666,0.493491,0.494441
21,07,0.741883,0.757622,0.74502
21,08,0.561247,0.606482,0.553033
21,09,0.554524,0.567499,0.560278
21,10,0.638456,0.660418,0.642964
21,11,0.526804,0.548087,0.531825
21,12,0.678401,0.687541,0.67964
21,13,0.451946,0.495896,0.453515
21,14,0.866574,0.859175,0.865965
21,15,0.987352,0.985221,0.988364
21,16,0.847055,0.85694,0.850009
21,17,0.863067,0.856659,0.865334
21,18,0.933526,0.924488,0.93368
21,19,0.479641,0.51731,0.475083
21,20,0.471115,0.52816,0.475871
21,21,0.382028,0.432869,0.383027
21,22,0.624528,0.647515,0.623497
21,23,0.604592,0.634956,0.612266
21,24,0.503793,0.511472,0.510321
22,01,0.390117,0.443722,0.392112
22,02,0.427404,0.479246,0.429388
22,03,0.416988,0.454922,0.41978
22,04,0.607716,0.647643,0.609799
22,05,0.180407,0.216057,0.181703
22,06,0.459381,0.452687,0.458415
22,07,0.613749,0.626541,0.618625
22,08,0.531141,0.561882,0.527234
22,09,0.516564,0.518591,0.52054
22,10,0.52826,0.545022,0.533774
22,11,0.438851,0.403951,0.443883
22,12,0.418867,0.440878,0.425912
22,13,0.398576,0.432675,0.399557
22,14,0.862436,0.85066,0.865092
22,15,0.986996,0.984381,0.985911
22,16,0.800448,0.805449,0.802629
22,17,0.853127,0.842059,0.854074
22,18,0.930981,0.924383,0.931812
22,19,0.468304,0.518179,0.46857
22,20,0.178189,0.24069,0.184779
22,21,0.297801,0.345305,0.30051
22,22,0.569257,0.595748,0.574108
22,23,0.480188,0.473426,0.486284
22,24,0.435684,0.396806,0.439891
23,01,0.28433,0.343068,0.28424
23,02,0.320191,0.378679,0.320156
23,03,0.306586,0.351385,0.305668
23,04,0.66733,0.718011,0.668085
23,05,0.132311,0.171729,0.132219
23,06,0.358372,0.344812,0.357927
23,07,0.667169,0.654283,0.669688
23,08,0.787196,0.812537,0.780254
23,09,0.729228,0.719643,0.732357
23,10,0.669965,0.66027,0.676577
23,11,0.662936,0.624988,0.66958
23,12,0.574224,0.59069,0.579792
23,13,0.387969,0.43582,0.391275
23,14,0.912254,0.913455,0.912924
23,15,0.98706,0.985375,0.986475
23,16,0.780507,0.786565,0.779356
23,17,0.869848,0.855364,0.871073
23,18,0.942623,0.935789,0.943556
23,19,0.365955,0.417342,0.36704
23,20,0.448574,0.450326,0.453307
23,21,0.327556,0.371335,0.329292
23,22,0.432631,0.459533,0.43458
23,23,0.727325,0.724966,0.733443
23,24,0.646135,0.603678,0.652214
24,01,0.421652,0.487172,0.421547
24,02,0.457795,0.521371,0.457721
24,03,0.446772,0.497494,0.446194
24,04,0.640273,0.696463,0.637315
24,05,0.201287,0.240917,0.201987
24,06,0.496226,0.507609,0.494904
24,07,0.627599,0.632782,0.63159
24,08,0.540435,0.58289,0.535944
24,09,0.517574,0.531542,0.519486
24,10,0.585033,0.620961,0.585475
24,11,0.430129,0.411063,0.43488
24,12,0.453749,0.487322,0.459151
24,13,0.61917,0.653873,0.618587
24,14,0.86787,0.862707,0.865366
24,15,0.986446,0.98381,0.986486
24,16,0.811947,0.820026,0.81287
24,17,0.858851,0.843486,0.859926
24,18,0.920958,0.914181,0.92164
24,19,0.46833,0.528628,0.467547
24,20,0.332866,0.408336,0.333829
24,21,0.353827,0.420461,0.35363
24,22,0.480808,0.514085,0.483888
24,23,0.457646,0.454751,0.461978
24,24,0.42312,0.398666,0.43067
25,01,0.609317,0.662085,0.604561
25,02,0.626732,0.678318,0.622429
25,03,0.621153,0.666163,0.616703
25,04,0.882636,0.911472,0.873809
25,05,0.465246,0.515271,0.460121
25,06,0.619967,0.640066,0.615841
25,07,0.860803,0.853829,0.857411
25,08,0.471108,0.483943,0.465003
25,09,0.706568,0.707087,0.708062
25,10,0.73644,0.745489,0.735829
25,11,0.881411,0.896467,0.88026
25,12,0.897909,0.901205,0.900149
25,13,0.790156,0.807755,0.787452
25,14,0.934625,0.932595,0.937584
25,15,0.988309,0.987939,0.988079
25,16,0.843062,0.852194,0.842368
25,17,0.813237,0.811283,0.812837
25,18,0.96309,0.960327,0.964418
25,19,0.656513,0.699091,0.654412
25,20,0.876103,0.89351,0.875135
25,21,0.649808,0.697714,0.646045
25,22,0.674129,0.707558,0.670336
25,23,0.93548,0.939419,0.935673
25,24,0.771422,0.79312,0.771895
