image_id,distortion_id,psnr_skimage,psnr_sewar,psnr_manual
12,18,21.005284,21.005284,28.923102
12,19,20.982096,20.982096,28.824157
12,20,20.956105,20.956105,29.170846
12,21,21.047806,21.047806,28.486176
12,22,20.780403,20.780403,28.838918
12,23,21.042512,21.042512,31.09933
12,24,21.010856,21.010856,29.379126
13,01,21.119198,21.119198,28.566895
13,02,21.36687,21.36687,28.720954
13,03,21.142013,21.142013,28.585245
13,04,21.194111,21.194111,29.269847
13,05,15.292836,15.292836,28.01128
13,06,20.103901,20.103901,39.564002
13,07,20.988226,20.988226,28.227569
13,08,19.007456,19.007456,28.888445
13,09,18.66207,18.66207,28.335747
13,10,19.554717,19.554717,28.569354
13,11,21.079617,21.079617,29.027379
13,12,20.72007,20.72007,32.162573
13,13,20.758607,20.758607,28.81873
13,14,20.230122,20.230122,36.887361
13,15,24.44379,24.44379,47.700924
13,16,16.291939,16.291939,29.719797
13,17,19.392685,19.392685,28.339444
13,18,21.003444,21.003444,29.77106
13,19,21.008516,21.008516,29.12336
13,20,21.0027,21.0027,28.89673
13,21,20.956011,20.956011,28.615426
13,22,20.128666,20.128666,28.658763
13,23,21.009271,21.009271,30.986499
13,24,20.982721,20.982721,28.975146
14,01,21.118953,21.118953,28.519506
14,02,21.363719,21.363719,28.692292
14,03,21.131507,21.131507,28.5444
14,04,21.202372,21.202372,29.400847
14,05,15.318884,15.318884,27.971196
14,06,20.108382,20.108382,39.562599
14,07,20.664273,20.664273,28.262956
14,08,21.451082,21.451082,29.712591
14,09,20.625825,20.625825,28.450749
14,10,20.870698,20.870698,28.812616
14,11,20.966796,20.966796,29.074415
14,12,21.146031,21.146031,31.334853
14,13,21.638118,21.638118,28.879334
14,14,21.80439,21.80439,36.669926
14,15,24.105241,24.105241,47.411362
14,16,16.420449,16.420449,29.565661
14,17,19.20122,19.20122,28.269336
14,18,20.994763,20.994763,30.441932
14,19,20.989841,20.989841,29.214563
14,20,21.00044,21.00044,28.99522
14,21,20.967976,20.967976,28.613142
14,22,20.664614,20.664614,28.649653
14,23,20.781574,20.781574,30.327148
14,24,20.934712,20.934712,29.098782
15,01,21.454271,21.454271,28.668358
15,02,21.665825,21.665825,28.818309
15,03,21.43843,21.43843,28.678697
15,04,21.582951,21.582951,30.734574
15,05,15.870002,15.870002,28.120129
15,06,18.912611,18.912611,39.578646
15,07,20.337457,20.337457,28.006641
15,08,24.624638,24.624638,32.612135
15,09,21.004206,21.004206,28.090081
15,10,23.392444,23.392444,28.966905
15,11,20.915231,20.915231,29.082907
15,12,21.346071,21.346071,30.616069
15,13,21.093827,21.093827,28.774855
15,14,26.976346,26.976346,38.282336
15,15,24.307888,24.307888,47.310326
15,16,16.799458,16.799458,29.179633
15,17,17.539062,17.539062,27.914199
15,18,21.016392,21.016392,29.233232
15,19,21.012073,21.012073,29.749178
15,20,20.979301,20.979301,29.427345
15,21,21.009456,21.009456,28.258965
15,22,21.41549,21.41549,28.981635
15,23,21.119747,21.119747,31.932562
15,24,20.96738,20.96738,29.363394
16,01,20.98947,20.98947,28.511378
16,02,21.161536,21.161536,28.676009
16,03,20.961688,20.961688,28.525395
16,04,21.219747,21.219747,30.256944
16,05,14.947362,14.947362,27.969153
16,06,21.227467,21.227467,39.583497
16,07,21.231944,21.231944,28.3216
16,08,25.944757,25.944757,31.872968
16,09,24.574948,24.574948,30.032722
16,10,24.13333,24.13333,29.204252
16,11,21.017425,21.017425,28.832487
16,12,21.831024,21.831024,29.585917
16,13,20.583347,20.583347,28.906028
16,14,27.814184,27.814184,37.897493
16,15,25.222626,25.222626,47.323212
16,16,16.125685,16.125685,30.003672
16,17,22.031808,22.031808,28.874836
16,18,21.01113,21.01113,29.400857
16,19,21.004946,21.004946,28.754915
16,20,21.02447,21.02447,29.339163
16,21,21.486705,21.486705,28.893933
16,22,21.189992,21.189992,28.709307
16,23,21.243064,21.243064,29.304618
16,24,20.884758,20.884758,28.921181
17,01,21.370704,21.370704,28.517901
17,02,21.57772,21.57772,28.700296
17,03,21.377193,21.377193,28.53339
17,04,21.576494,21.576494,30.295474
17,05,15.500928,15.500928,27.968558
17,06,19.61393,19.61393,39.578993
17,07,22.408323,22.408323,28.319837
17,08,24.313763,24.313763,31.509666
17,09,21.125012,21.125012,28.613892
17,10,23.919432,23.919432,29.115585
17,11,20.990792,20.990792,29.234595
17,12,21.056738,21.056738,29.921725
17,13,21.770512,21.770512,29.24407
17,14,24.812489,24.812489,37.507117
17,15,24.617271,24.617271,47.651026
17,16,17.187305,17.187305,29.157021
17,17,19.995719,19.995719,28.538868
17,18,23.708645,23.708645,30.421539
17,19,20.976175,20.976175,29.680147
17,20,20.980555,20.980555,29.325875
17,21,21.019577,21.019577,28.345001
17,22,21.01792,21.01792,29.325691
17,23,20.881196,20.881196,29.968472
17,24,20.952808,20.952808,29.186757
18,01,21.2411,21.2411,28.537133
18,02,21.547677,21.547677,28.710477
18,03,21.249036,21.249036,28.54713
18,04,21.187714,21.187714,29.665757
18,05,15.592653,15.592653,27.985357
18,06,19.443611,19.443611,39.552838
18,07,21.205537,21.205537,28.187979
18,08,21.553645,21.553645,29.955721
18,09,20.064665,20.064665,28.228615
18,10,21.728373,21.728373,28.97387
18,11,20.948313,20.948313,29.117391
18,12,20.939436,20.939436,30.019385
18,13,21.06728,21.06728,28.784312
18,14,22.437078,22.437078,36.945453
18,15,24.018119,24.018119,47.9673
18,16,16.694957,16.694957,29.335134
18,17,21.002264,21.002264,28.956627
18,18,21.02264,21.02264,30.031796
18,19,21.013825,21.013825,29.295196
18,20,20.972181,20.972181,29.151748
18,21,20.941549,20.941549,28.596817
18,22,21.004299,21.004299,28.462766
18,23,21.056205,21.056205,30.483395
18,24,20.84047,20.84047,29.135904
19,01,21.08727,21.08727,28.524024
19,02,21.311966,21.311966,28.705829
19,03,21.108224,21.108224,28.542508
19,04,20.582691,20.582691,30.060012
19,05,15.190386,15.190386,27.98957
19,06,20.438498,20.438498,39.570465
19,07,21.095747,21.095747,28.347298
19,08,19.596072,19.596072,29.845965
19,09,21.752873,21.752873,29.105758
19,10,21.61865,21.61865,28.951299
19,11,21.033196,21.033196,29.362539
19,12,21.354825,21.354825,31.551513
19,13,21.424194,21.424194,28.813257
19,14,23.336364,23.336364,37.248436
19,15,24.382183,24.382183,47.589243
19,16,16.237793,16.237793,29.838146
19,17,19.164744,19.164744,28.606759
19,18,20.985471,20.985471,30.085843
19,19,20.996407,20.996407,28.972293
19,20,20.914283,20.914283,29.144054
19,21,20.939862,20.939862,28.56053
19,22,20.547161,20.547161,28.528199
19,23,20.9893,20.9893,32.663274
19,24,21.170908,21.170908,29.348607
20,01,22.13101,22.13101,29.318195
20,02,22.187027,22.187027,29.388719
20,03,22.134379,22.134379,29.329093
20,04,21.450026,21.450026,31.712614
20,05,16.329388,16.329388,28.761867
20,06,18.034272,18.034272,39.6122
20,07,20.95023,20.95023,26.912047
20,08,21.96671,21.96671,32.432008
20,09,18.807335,18.807335,27.89925
20,10,23.671643,23.671643,30.214469
20,11,20.9827,20.9827,30.338265
20,12,20.857692,20.857692,31.614278
20,13,21.347576,21.347576,29.406507
20,14,23.690102,23.690102,38.14753
20,15,23.511885,23.511885,47.538246
20,16,16.37947,16.37947,29.68886
20,17,15.279474,15.279474,26.472115
20,18,21.004531,21.004531,31.151576
20,19,21.024675,21.024675,30.038821
20,20,20.915683,20.915683,30.623435
20,21,21.021995,21.021995,28.140545
20,22,21.045595,21.045595,29.85727
20,23,20.77152,20.77152,33.130482
20,24,21.035706,21.035706,30.247799
21,01,21.057811,21.057811,28.55393
21,02,21.239627,21.239627,28.706155
21,03,21.029941,21.029941,28.550937
21,04,21.057623,21.057623,30.506025
21,05,15.052679,15.052679,27.996376
21,06,20.824734,20.824734,39.551241
21,07,21.848908,21.848908,28.79388
21,08,21.375044,21.375044,30.557723
21,09,21.304614,21.304614,29.369625
21,10,21.091415,21.091415,28.821961
21,11,20.968092,20.968092,29.714428
21,12,20.851142,20.851142,30.411327
21,13,21.061022,21.061022,28.945536
21,14,22.240305,22.240305,37.312045
21,15,24.565416,24.565416,48.048582
21,16,16.208634,16.208634,29.840834
21,17,20.492426,20.492426,28.419331
21,18,21.020717,21.020717,28.803981
21,19,21.002305,21.002305,28.966608
21,20,21.013292,21.013292,29.723102
21,21,20.942534,20.942534,28.589658
21,22,21.793795,21.793795,29.276038
21,23,21.009487,21.009487,31.029026
21,24,20.991479,20.991479,29.49704
22,01,21.03597,21.03597,28.555914
22,02,21.255389,21.255389,28.723879
22,03,21.037421,21.037421,28.559644
22,04,21.220283,21.220283,29.882951
22,05,15.144825,15.144825,28.00888
22,06,20.514357,20.514357,39.566338
22,07,21.624541,21.624541,28.41821
22,08,22.884925,22.884925,30.594721
22,09,22.274162,22.274162,28.942779
22,10,22.19578,22.19578,29.027657
22,11,21.010783,21.010783,29.092242
22,12,20.711599,20.711599,29.855973
22,13,20.62141,20.62141,28.725745
22,14,24.388179,24.388179,37.205586
22,15,24.712981,24.712981,47.989624
22,16,16.140937,16.140937,29.926679
22,17,19.818572,19.818572,28.276406
22,18,21.006016,21.006016,29.386603
22,19,21.014622,21.014622,28.995412
22,20,21.03088,21.03088,29.304479
22,21,20.909438,20.909438,28.58395
22,22,20.992854,20.992854,28.960069
22,23,21.023724,21.023724,30.368167
22,24,20.926281,20.926281,29.107655
23,01,21.136025,21.136025,28.571449
23,02,21.402306,21.402306,28.750663
23,03,21.140005,21.140005,28.587072
23,04,21.645668,21.645668,31.303312
23,05,15.309801,15.309801,28.01683
23,06,20.105002,20.105002,39.549266
23,07,21.357819,21.357819,28.426372
23,08,24.363463,24.363463,33.050689
23,09,22.766394,22.766394,28.963781
23,10,23.346582,23.346582,29.020556
23,11,21.085344,21.085344,29.392422
23,12,20.857134,20.857134,30.848349
23,13,22.296844,22.296844,29.217458
23,14,26.029051,26.029051,38.031681
23,15,23.702621,23.702621,47.512358
23,16,16.222536,16.222536,29.887416
23,17,18.388965,18.388965,28.011249
23,18,20.996526,20.996526,29.691908
23,19,20.999344,20.999344,29.094295
23,20,21.075137,21.075137,29.422399
23,21,21.064775,21.064775,28.555501
23,22,20.90964,20.90964,29.055829
23,23,20.945619,20.945619,31.844051
23,24,20.999873,20.999873,29.350003
24,01,20.981239,20.981239,28.52791
24,02,21.189774,21.189774,28.690526
24,03,20.987059,20.987059,28.541554
24,04,21.31907,21.31907,29.793144
24,05,15.041512,15.041512,27.984488
24,06,20.815031,20.815031,39.582373
24,07,21.69429,21.69429,28.354322
24,08,22.463737,22.463737,30.147239
24,09,22.062313,22.062313,28.983068
24,10,22.294644,22.294644,29.104901
24,11,21.069545,21.069545,28.93143
24,12,21.023273,21.023273,29.548967
24,13,21.050139,21.050139,30.04959
24,14,23.525501,23.525501,37.317581
24,15,25.87565,25.87565,47.670334
24,16,16.107022,16.107022,29.997391
24,17,22.282085,22.282085,28.785685
24,18,21.008219,21.008219,29.356571
24,19,20.983439,20.983439,28.820584
24,20,21.012163,21.012163,29.315228
24,21,21.053094,21.053094,28.624462
24,22,20.832947,20.832947,28.379526
24,23,21.060105,21.060105,29.933873
24,24,20.898375,20.898375,28.926033
25,01,21.650986,21.650986,29.052654
25,02,21.783608,21.783608,29.16528
25,03,21.649633,21.649633,29.067801
25,04,20.984944,20.984944,31.211015
25,05,15.707903,15.707903,28.526768
25,06,19.035491,19.035491,39.545788
25,07,21.653646,21.653646,28.696226
25,08,13.317298,13.317298,30.00999
25,09,17.690589,17.690589,28.537006
25,10,16.601636,16.601636,29.088794
25,11,20.963098,20.963098,31.59536
25,12,19.272992,19.272992,33.450004
25,13,21.002382,21.002382,31.537909
25,14,21.347626,21.347626,39.832908
25,15,23.763982,23.763982,46.248578
25,16,17.133944,17.133944,30.449227
25,17,16.270844,16.270844,27.982005
25,18,21.016396,21.016396,30.303943
25,19,20.996977,20.996977,29.94305
25,20,20.901545,20.901545,32.216825
25,21,21.019697,21.019697,28.699463
25,22,20.959281,20.959281,29.392862
25,23,20.941923,20.941923,35.692606
25,24,20.755276,20.755276,30.656589
